sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Mujer,Sur-Europa,Espana,Via-Tonale-2 --Milano,59,2686993C,Castro-Morales-Emilia,0,7,Casado/a,7,1959-03-03,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-di-Portonaccio--212--Milano,39,1114126M,Mateo-Mir-Eulalia,0,8,Soltero/a,2,1979-03-22,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,via-Rasella--29-Roma,96,0065551A,Aguado-Blas-Sergio,0,10,Soltero/a,9,1922-12-03,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,Pariserstr.19--Munchen,96,1310777S,Syrane,NULL,9,NULL,4,1922-12-19,Servicios
Hombre,Norte-Europa,Reino-Unido,10-Rue-Troyon---75003-Paris,40,0000027W,Warmick-Thomas,0,12,Soltero/a,11,1978-05-01,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,94-Bath-Street--Liverpool-L69-3BX,39,0196630G,Grady-Gerald,0,8,Soltero/a,5,1979-03-14,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,130-Sussex-Gardens--London-EC1,51,1048626E,Enchilada-Casa,NULL,12,NULL,14,1967-12-06,Alimentacion
Empresa,Sur-Europa,Espana,Tutor--1--Madrid-28011,49,2031679N,Noe,NULL,23,NULL,21,1969-01-21,Catering
Hombre,Sur-Europa,Espana,Via-Tagliamento--9--Milano,60,3276849H,Hernandez-Borrell-Oscar,4,17,Casado/a,13,1958-02-01,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,218-Rue-de-Rivoli---75015-Paris,50,0917517N,Nigam,NULL,14,NULL,12,1968-09-07,Catering
Hombre,Norteamerica,Estados-Unidos,9245-NW-9th-Pl -Plantation--FL-33030,59,0262167W,Warburton-Edgar,0,9,Soltero/a,3,1959-04-17,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,90-Stanley-Street--Liverpool-L69-2DH,100,4063252B,Burton-Olivia,0,14,Casado/a,13,1918-04-12,Architectos-Decoradores-&-Humanistas
Mujer,Sur-Europa,Espana,Corso-Buenos-Aires-3 --Milano,98,3735612F,Ferrero-Bautista-Julia,3,7,Casado/a,12,1920-02-18,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,1540-Broadway -New-York--NY-10016,40,0000029T,Trow-Emily,0,8,Soltero/a,9,1978-05-28,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,420-Lincoln-Rd -Miami--FL-33019,76,2490372R,Riggs-Olivia,0,8,Soltero/a,16,1942-08-21,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,via-di-Vigna-Pozzi--7-Roma,83,0000045D,D'Amico,NULL,22,NULL,8,1935-09-10,Servicios
Hombre,Norteamerica,Estados-Unidos,447-NW-41st-St -Miami--FL-33026,67,1179680P,Porter-James,2,18,Casado/a,18,1951-02-22,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,56-9th-Ave -New-York--NY-10015,86,1835013T,Thaddeus,NULL,7,NULL,7,1932-02-24,Catering
Hombre,Sur-Europa,Espana,Viaducte-Canalejas-60-08034-Barcelona,39,1245217P,Pascual-Pastor-Alejandro,0,9,Soltero/a,5,1979-12-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Astolfo--6 --Milano,82,1310755P,Pellisa-Galcera-Claudio,0,11,Soltero/a,7,1936-09-18,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,108-Baker-Street--London-WC2E-8QH,73,2687017D,Dickinson-Judith,1,13,Divorciado/a,7,1945-06-05,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,24-Avenue-Carnot---75003-Paris,102,3014699H,Holmes-Alfred,2,12,Divorciado/a,14,1916-04-14,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Paseo-de-la-Castellana--22--Madrid-28010,80,3276847C,Corrales-Diaz-Pilar,0,10,Soltero/a,7,1938-02-26,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,47-51-Inverness-Terrace--London-WC2E-8QH,77,1703998R,Roberts-Lewis,3,6,Divorciado/a,0,1941-01-17,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Furstenstrasse-12--Munchen,48,1507338S,Santer-Jane,0,7,Casado/a,6,1970-01-21,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,16-19-Upper-St.-Martin'S-Lane--London-NW1,75,1966103A,Appleton-William,3,6,Casado/a,0,1943-07-04,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Thierschstrasse-49--Munchen,43,1114138G,Grant-James,0,10,Casado/a,10,1975-06-18,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,2235-Collins-Ave -Miami--FL-33026,43,1638420W,Wigens-Emily,0,9,Soltero/a,3,1975-04-30,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,21-Romilly-Street--London-EC1,48,1310779M,Miller-Jennifer,3,7,Casado/a,5,1970-04-28,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,via-di-Vigna-Pozzi--7-Roma,75,0917531G,Gil-Montoya-Eduard,0,8,Soltero/a,12,1943-11-04,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,110-Great-Russell-Street--London-EC1,95,0524329M,Mcguire-Gregory,3,11,Casado/a,7,1923-07-26,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Azorin-66-08034-Barcelona,53,2424891E,Escudero-Domingo-Nestor,3,7,Divorciado/a,7,1965-12-31,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,61-Gloucester-Road--London-EC3,75,1769520M,Mackintosh-James,0,12,Soltero/a,11,1943-06-21,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,91-Coupar-Street--Liverpool-L3-5UX,71,3014681S,Shannon-Clare,2,10,Divorciado/a,7,1947-04-24,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,87-Lavender-Hill--London-SW1,66,1179679H,Holdsworth-Grant,3,10,Casado/a,12,1952-12-13,Ama-de-Casa
Hombre,Sur-Europa,Espana,C/-Buenos-Aires-92-08010-Barcelona,62,3538950E,Espina-Castillo-Mario,0,7,Soltero/a,11,1956-11-16,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,38-Moreton-Street--London-NW1,64,1114154C,Chicken,NULL,65,NULL,28,1954-05-11,Servicios
Empresa,Norte-Europa,Reino-Unido,4-Macclesfield-Street--London-W2,82,1572905T,Tonya,NULL,33,NULL,24,1936-11-10,Catering
Mujer,Norte-Europa,Reino-Unido,310-Portobello-Road--London-NW1,67,0589825C,Coleman-Mary,0,6,Soltero/a,0,1951-12-19,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,29-Montrose-Street--Liverpool-L69-2DH,63,2621487G,Griffin-Tony,0,9,Divorciado/a,3,1955-12-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,viale-del-Vignola--28-Roma,80,3080243R,Rovira-Soriano-Jorge,3,10,Casado/a,4,1938-01-21,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,33-Rue-Raymond-Losserand/td>---75001-Paris,77,0196623C,Coleman-Edgar,0,10,Divorciado/a,1,1941-04-07,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,27-Norfolk-Square--London-EC1,100,1638411L,Locklin-Ernest,0,9,Soltero/a,7,1918-03-21,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,3-5-Rue-du-Mont-Thabor---75003-Paris,43,2228275G,Grubb-Helen,0,8,Soltero/a,16,1975-05-27,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,Maximiliansstr.-35--Munchen,71,0786442M,Mulino-Cafe,NULL,10,NULL,5,1948-01-12,Alimentacion
Hombre,Norteamerica,Estados-Unidos,228-W-Houston-St -New-York--NY-10012,78,1310731A,Archer-Eric,2,10,Casado/a,8,1940-03-10,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,97-Cambridge-Street--Liverpool-L69-3BX,39,1572869H,Hut-Pizzeria,NULL,16,NULL,10,1979-02-08,Alimentacion
Hombre,Sur-Europa,Espana,via-Tor-de'-Conti--3-Roma,82,3473471A,Aparicio-Arques-Daniel,0,9,Soltero/a,12,1936-08-06,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Viale-Machiavelli--18--Florencia,57,0327686M,Marques-Acereda-Tomas,1,8,Casado/a,13,1961-05-24,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Bahnhofstr.-7--Munchen,55,3342367H,Hut-Pizzeria,NULL,12,NULL,10,1963-12-07,Alimentacion
Mujer,Norte-Europa,Reino-Unido,124-Kensington-Church-Street-(Notting-Hill-Gate)--London-SW1,73,3342351L,Lights-Agatha,0,10,Viudo/a,8,1945-06-16,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,16-Sumner-Place--London-EC1,45,1572886S,Skydel-Alfred,2,11,Casado/a,11,1973-10-29,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Fraunhoferstr.-2--Munchen,108,1376257H,Hetfield-Edgar,0,5,Soltero/a,5,1910-09-17,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,6-Rue-Gay-Lussac---75003-Paris,46,3342352M,Mackenzie-Grant,2,10,Casado/a,5,1972-12-21,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,C/-Pardo-68-08028-Barcelona,56,3538965M,Mason,NULL,33,NULL,18,1962-03-31,Catering
Empresa,Norte-Europa,Reino-Unido,95-Nightingale-Ln.-(Clapham-South)--London-SW1,77,0458788C,Cari,NULL,15,NULL,6,1941-07-20,Servicios
Empresa,Norte-Europa,Reino-Unido,74-Sauchiehll-Street--Liverpool-L69-3BX,90,3932197E,Elsie's,NULL,5,NULL,0,1928-01-23,Servicios
Mujer,Sur-Europa,Espana,Carrera-de-San-Jeronimo--30-3o--Madrid-28023,86,0262169B,Ballester-Cano-Rosa,2,7,Divorciado/a,9,1932-08-13,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Balanstrasse-238--Munchen,73,1114161G,Grant-Daniel,0,15,Soltero/a,16,1945-04-30,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Neufeldstrasse-20--Munchen,39,0065578B,Burton-Ernest,0,10,Soltero/a,13,1979-05-02,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,160-Broadway -New-York--NY-10011,47,1048628K,Kennedy-Gregory,0,8,Casado/a,6,1971-04-28,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,Rudolf-Vogel-Bogen-3--Munchen,62,0524341M,Morris-Eve,4,6,Divorciado/a,7,1956-07-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Piazza-Antinori-3--Florencia,75,0589871E,Espina-Castillo-Ines,2,6,Divorciado/a,4,1943-11-06,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Hamilton-Place--London-NW1,41,2949162O,O'Connor-Jane,0,9,Soltero/a,2,1977-08-13,Ama-de-Casa
Mujer,Sur-Europa,Espana,via-Emanuele-Ciaceri--16-Roma,47,3997750S,Soto-Ros-Helena,0,9,Soltero/a,10,1971-01-25,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,412-W-Broadway -New-York--NY-10014,81,0851995W,Wigens-Olivia,0,6,Soltero/a,7,1937-08-09,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,1-Rue-d'Argentine---75003-Paris,101,0458763A,Archer-Denis,1,14,Soltero/a,14,1917-01-24,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,21-University-Pl -New-York--NY-10004,73,0262145G,Grubb-Eve,0,13,Soltero/a,10,1945-12-29,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Andria-Doria-4 --Milano,40,0983080O,Ortega-Gisbert-Agustin,0,7,Casado/a,5,1978-06-20,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,32-Cliff-St-Fl-1 -New-York--NY-10010,57,3407911B,Birch-Eileen,3,15,Divorciado/a,8,1961-02-15,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,83-Rue-Rambuteau---75003-Paris,78,0851988G,Griffin-Jennifer,0,11,Divorciado/a,11,1940-05-18,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,Bayerstrasse-7--Munchen,40,3145732B,Barclay-Arthur,0,14,Soltero/a,7,1978-01-15,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,43-Rue-de-la-Felicite---75002-Paris,85,0458807J,Jones-Henry,3,9,Casado/a,1,1933-02-23,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Helmtrudenstr.1--Munchen,43,2949139C,Chellew-Olivia,0,6,Soltero/a,3,1975-08-01,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,10-Rue-Le-Goff---75003-Paris,40,1376299W,Wigens-Alexander,0,9,Soltero/a,7,1978-03-18,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,C/-Zaragoza-77-08027-Barcelona,87,1966092C,Cheng-Steakhouse,NULL,10,NULL,7,1931-08-08,Alimentacion
Mujer,Sur-Europa,Espana,Via-Poliziano-11 --Milano,39,1310750B,Blasco-Heredia-Elena,0,11,Soltero/a,6,1979-03-10,Ama-de-Casa
Mujer,Norteamerica,Estados-Unidos,496-Laguardia-Pl -New-York--NY-10014,45,0458790A,Ashton-Jennifer,2,11,Divorciado/a,11,1973-12-08,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,50-Minerva-Street--Liverpool-L70-2DH,46,3801105G,Griffin-Edgar,4,11,Divorciado/a,5,1972-09-25,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,33-St-James'S-Street--London-W2,70,1966136H,Hacker-Donald,0,12,Divorciado/a,12,1948-11-05,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Sabadell-10-08025-Barcelona,48,0720902S,Sanchez-Noguera-Mateo,0,12,Casado/a,11,1970-04-10,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,10-Charlotte-Street--London-W2,39,0983098A,Archer-Nicholas,0,5,Soltero/a,1,1979-12-07,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,142-W-10th-St -New-York--NY-10009,68,3997718C,Corns-Jane,3,12,Casado/a,10,1950-06-25,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,158-Old-Brompton-Road--London-SW1,65,3932180L,Lights-Edward,0,9,Casado/a,6,1953-11-18,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Trebbio-1r--Florencia,59,0589860P,Pons-Romera-Agustin,0,9,Soltero/a,14,1959-06-25,Ama-de-Casa
Empresa,Sur-Europa,Espana,Ramon-Y-Cajal-32-08018-Barcelona,47,1048604S,Szechuan-Restaurant,NULL,9,NULL,9,1971-01-20,Alimentacion
Mujer,Norte-Europa,Reino-Unido,The-Butlers-Wharf-Building--36C-Shad-Thames--London-SW1,101,3866634O,O'Connor-Emily,0,6,Soltero/a,6,1917-09-12,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,101-Knightsbridge--London-EC3,74,3801112M,Morgan-Esther,0,17,Soltero/a,13,1944-12-22,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,272-Court-St -Brooklyn--NY-10015,50,3342369M,Mackenzie-David,3,6,Casado/a,5,1968-04-22,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,300-Terminal-Dr -Fort-Lauderdale--FL-33027,79,1376297S,Skydel-Frederick,3,8,Viudo/a,4,1939-01-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,5-Trebeck-Street--London-W2,80,4128816S,Shaver-Grant,1,16,Divorciado/a,14,1938-02-09,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,12-Saint-Marks-Pl -New-York--NY-10003,40,1441825A,Aedy-Jhon,0,16,Casado/a,14,1978-08-05,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,224-Piccadilly--London-W2,49,0458758M,Morris-Judith,1,10,Casado/a,9,1969-12-07,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,via-Ludovisi--15-Roma,74,0000007A,Avellaneda-Alcazar-Luis,2,16,Casado/a,11,1945-01-03,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Lopez-de-Hoyos--4--Madrid-28010,75,1245238P,Pons-Romera-Miguel,2,10,Casado/a,13,1943-06-30,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Sevilla--2--Madrid-28016,55,3080234S,Saez-Abellan-Francisco,0,7,Soltero/a,7,1963-06-09,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,6-8-Cheapside--London-NW1,79,1703936A,Adams-Caroline,3,11,Divorciado/a,7,1939-08-11,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,117-Rue-Lauriston---75015-Paris,97,0655394E,Efemey-Jacqueline,0,27,Casado/a,20,1921-03-30,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Av.-Diagonal-34-08013-Barcelona,43,2490382F,Flores-Rengel-Tomas,0,8,Casado/a,1,1975-02-18,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,51-Moscow-Road--Bayswater--London-NW1,65,1179711K,Kodan-Frederick,1,9,Casado/a,19,1953-02-11,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,524-NW-41-St -Miami--FL-33016,93,2424877H,H&S,NULL,39,NULL,10,1925-11-06,Catering
Mujer,Sur-Europa,Espana,Via-Broletto-46 --Milano,71,0983096M,Moreno-Muniesa-Cristina,0,8,Casado/a,0,1947-09-23,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,122-E-27th-St -New-York--NY-10008,62,3801106G,Grady-Joseph,2,13,Casado/a,12,1956-04-18,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,18-North-Portland-Street--Liverpool-L69-2DH,68,2293781C,Calder-Jane,0,10,Soltero/a,6,1950-05-23,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Zanardelli--12--Milano,81,2555910M,Moreno-Muniesa-David,0,10,Soltero/a,6,1937-10-09,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Vitruvio-30-*-Milano--Milano,79,2686984F,Fuentes-Mohedano-Oscar,0,16,Soltero/a,12,1939-10-08,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,44-48-Clapham-High-Street-(Highbury-&-Islington)--London-SW1,41,1572912G,Grubb-Emily,0,11,Soltero/a,12,1977-03-28,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,La-Glorieta-75-08011-Barcelona,72,3080229R,Rovira-Soriano-Vicente,1,10,Casado/a,9,1946-10-09,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,25-Rue-Saint-Roch---75015-Paris,69,3997696G,Gadd-Hugh,2,16,Casado/a,15,1949-04-18,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,4-Lower-Richmond-Road--London-NW1,79,0065567K,Kodan-Tom,0,13,Soltero/a,10,1939-05-05,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Hohenzollernstr.-37--Munchen,87,3735575P,Parsons-Eve,2,5,Divorciado/a,7,1931-07-01,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-dei-Liguri--7-Roma,76,3014674R,Rovira-Soriano-Eduardo,2,10,Casado/a,10,1942-05-12,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,365-1st-Ave -New-York--NY-10004,73,0917509S,Skydel-David,0,22,Soltero/a,16,1945-08-18,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,3-Blenheim-Terrace--London-W2,42,4063263N,Noma,NULL,8,NULL,11,1976-06-11,Servicios
Hombre,Norteamerica,Estados-Unidos,431-Central-Ave -Jersey-City--NJ-10016,42,0720911G,Grady-Denis,0,8,Soltero/a,10,1976-11-19,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,48-Whitecombe-Street--London-NW1,62,3801123H,Hetfield-Mark,0,8,Divorciado/a,2,1956-05-02,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Gran-Via--12--4o--Madrid-28020,93,0262159S,Salas-Figueroa-Julia,2,8,Divorciado/a,2,1925-06-29,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Gran-Via--67--Ascensores-A--8o-Izda.--Madrid-28016,78,1441855R,Roca-Sacristan-Vicente,1,8,Casado/a,4,1940-01-23,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,49-Whitcomb-Court--London-NW1,67,3473456S,Santer-Denis,2,9,Casado/a,7,1951-04-01,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Corso-Lodi-4 --Milano,60,0589853L,Lorenzo-Feliu-Itziar,1,9,Divorciado/a,3,1958-05-15,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Povey-Cross-Road--London-EC1,59,0131099E,Embury-Andrew,4,9,Casado/a,11,1959-12-11,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Fraunhoferstr.-2--Munchen,77,0458809A,Aedy-Gerald,3,9,Casado/a,4,1941-06-11,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,2601-W-Broward-Blvd -Fort-Lauderdale--FL-33033,81,3538976N,Norma,NULL,7,NULL,6,1937-11-21,Catering
Empresa,Norteamerica,Estados-Unidos,93-Avenue-A -New-York--NY-10004,96,0131113V,Viena-Castellanas,NULL,11,NULL,7,1922-05-14,Catering
Empresa,Norte-Europa,Reino-Unido,Russell-Square--London-EC1,66,2162711M,Madhur,NULL,12,NULL,10,1952-06-02,Catering
Mujer,Norteamerica,Estados-Unidos,4290-E-4th-Ave -Hialeah--FL-33014,78,3080232S,Shaver-Caroline,0,12,Soltero/a,12,1940-05-30,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,68-E-Broadway -New-York--NY-10010,48,1900585M,Miller-Charles,4,7,Divorciado/a,4,1970-05-16,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,C/-Berlin-14-08019-Barcelona,46,0655365N,Nika,NULL,8,NULL,12,1972-12-17,Catering
Mujer,Norte-Europa,Reino-Unido,99-Regent-Street--London-NW1,40,1048595H,Hill-Jacqueline,0,19,Soltero/a,29,1978-12-03,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,388-Broome-St -New-York--NY-10017,88,1441800G,Gormeley-Arthur,4,7,Casado/a,6,1930-01-19,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,4-Boulevard-Saint-Marcel---75015-Paris,45,1179674T,Tab,NULL,11,NULL,2,1973-05-05,Catering
Mujer,Norte-Europa,Reino-Unido,Biedersteiner-Str.-78--Munchen,95,2555925P,Parsons-Helen,1,8,Soltero/a,5,1923-06-05,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,65-Bentnick-Street--Liverpool-L69-3BX,54,3145745C,Cady,NULL,13,NULL,17,1964-07-12,Servicios
Hombre,Sur-Europa,Espana,Piazzale-Suppercortemaggiore-4 --Milano,68,3145769P,Puertas-Alquezar-Carlos,2,9,Casado/a,10,1950-12-19,Ama-de-Casa
Empresa,Norteamerica,Estados-Unidos,34-E-20th-St -New-York--NY-10005,87,0852008C,Cattthering,NULL,13,NULL,9,1931-07-10,Catering
Hombre,Norteamerica,Estados-Unidos,48-Barrow-St-#-1014 -New-York--NY-10010,82,2162702S,Smith-William,0,14,Soltero/a,22,1936-05-21,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,220-W-31st-St -New-York--NY-10005,41,0393257P,Parsons-Arthur,0,6,Casado/a,5,1977-01-30,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,1-New-York-Plz-Lowr-Level -New-York--NY-10014,80,2752546M,Mcguire-Esther,2,9,Casado/a,5,1938-04-10,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,55-Broadway -New-York--NY-10012,51,3145758C,Cheng-Steakhouse,NULL,10,NULL,12,1967-05-22,Alimentacion
Empresa,Norteamerica,Estados-Unidos,3202-Davie-Blvd -Fort-Lauderdale--FL-33041,50,1114123V,Vescio's,NULL,11,NULL,11,1968-06-10,Servicios
Hombre,Norte-Europa,Reino-Unido,71-Wishart-Street--Liverpool-L70-2DH,72,3145785G,Gadd-Edgar,3,8,Divorciado/a,4,1946-04-15,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,311-313-Fulham-Road--London-NW1,53,1900545S,Sales-Clare,3,13,Casado/a,11,1965-10-18,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,40-E-4th-St -New-York--NY-10003,66,2752526R,Ruedas-4,NULL,17,NULL,8,1952-10-08,Servicios
Mujer,Norte-Europa,Reino-Unido,61-Gloucester-Road--London-EC3,80,3801098B,Bolan-Elisabeth,2,11,Casado/a,10,1938-02-01,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Piazza-della-Repubblica-20 --Milano,73,3080204M,Munoz-Nunez-Roger,2,12,Divorciado/a,11,1945-10-14,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,16-St-Barnabas-Street--London-W2,40,2621442S,Skydel-Frederick,0,21,Soltero/a,22,1978-08-11,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Dorland-House--14-20-Lower-Regent-Street--London-SW1,51,1572899A,Archer-Daniel,1,6,Casado/a,8,1967-07-27,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,228-W-Houston-St -New-York--NY-10012,70,3604484D,Devil-House,NULL,17,NULL,13,1948-09-17,Alimentacion
Hombre,Norte-Europa,Reino-Unido,Bath-Road--London-EC1,52,0589862L,Locklin-Lewis,0,7,Soltero/a,8,1966-06-17,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,2406-SE-17th-St -Fort-Lauderdale--FL-33037,54,2949171D,Dagwood's,NULL,10,NULL,3,1964-08-10,Servicios
Mujer,Norteamerica,Estados-Unidos,93-Macdougal-St -New-York--NY-10017,41,0131135J,Jones-Flora,0,6,Soltero/a,13,1977-09-07,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,Sant-Joan-De-Ribera-55-08015-Barcelona,66,0262152C,California-Taberna,NULL,6,NULL,8,1952-12-26,Alimentacion
